seed,budget,y_true,y_pred,min_cost,pred_cost,regret,rel_regret
54243147,50,sa,sa,52.51932357825541,52.51932357825541,0.0,0.0
49456107,50,aco,aco,41.02153543882682,41.02153543882682,0.0,0.0
56317531,50,aco,aco,8.868515477970657,8.868515477970657,0.0,0.0
181987304,50,aco,aco,95.0054988303768,95.0054988303768,0.0,0.0
182356305,50,aco,aco,24.158264038638595,24.158264038638595,0.0,0.0
187821509,50,aco,aco,20.468101227259748,20.468101227259748,0.0,0.0
10551434,50,ga,sa,111.67091493103604,1589.0832744816405,1477.4123595506044,13.230055117422486
176252829,50,aco,aco,18.523358037206105,18.523358037206105,0.0,0.0
27724940,50,ga,ga,36.846059404537456,36.846059404537456,0.0,0.0
159418405,50,aco,aco,11.971275797162434,11.971275797162434,0.0,0.0
19357593,50,aco,aco,26.98261799832996,26.98261799832996,0.0,0.0
102133493,50,ga,ga,58.23522200555677,58.23522200555677,0.0,0.0
91422491,50,aco,aco,23.88609717193013,23.88609717193013,0.0,0.0
32202817,50,ga,ga,27.00689508104185,27.00689508104185,0.0,0.0
37638102,50,aco,aco,47.18574299349019,47.18574299349019,0.0,0.0
75216366,50,aco,aco,41.664434876406446,41.664434876406446,0.0,0.0
173919147,50,aco,aco,58.14827849012412,58.14827849012412,0.0,0.0
78726862,50,aco,aco,38.004725838809165,38.004725838809165,0.0,0.0
25770232,50,aco,aco,4.940460340045735,4.940460340045735,0.0,0.0
43751551,50,ga,ga,8.90691362245615,8.90691362245615,0.0,0.0
122877333,50,ga,ga,47.65600665581195,47.65600665581195,0.0,0.0
159777433,50,aco,aco,37.001211397936416,37.001211397936416,0.0,0.0
33309820,50,ga,ga,17.99368623633325,17.99368623633325,0.0,0.0
87193939,50,aco,aco,94.52650392908978,94.52650392908978,0.0,0.0
16944127,50,ga,ga,19.261339184498183,19.261339184498183,0.0,0.0
94294715,50,sa,sa,227.4261318985036,227.4261318985036,0.0,0.0
219406,50,sa,sa,761.7843294115403,761.7843294115403,0.0,0.0
188040915,50,aco,aco,6.894089741155433,6.894089741155433,0.0,0.0
5844178,50,aco,aco,26.19902115437608,26.19902115437608,0.0,0.0
104766365,50,aco,aco,7.525083140292708,7.525083140292708,0.0,0.0
117142858,50,aco,aco,39.9790702071433,39.9790702071433,0.0,0.0
132860306,50,ga,ga,11.454268239369696,11.454268239369696,0.0,0.0
176611857,50,aco,aco,14.330809854341725,14.330809854341725,0.0,0.0
99061809,50,ga,ga,63.311651805627946,63.311651805627946,0.0,0.0
67098344,50,ga,ga,16.840234732311895,16.840234732311895,0.0,0.0
527292456,50,sa,sa,272.34759671510227,272.34759671510227,0.0,0.0
33918173,50,ga,ga,38.91272338805612,38.91272338805612,0.0,0.0
95571259,50,ga,ga,38.90197072552458,38.90197072552458,0.0,0.0
