f_n_robots,f_path_length,f_alpha,f_beta,f_gamma,f_energy_budget,f_communication_radius,f_connectivity_threshold,f_map_height,f_map_width,f_obstacle_frac,f_unexplored_frac,f_start_mean_pairwise_manhattan,f_start_min_pairwise_manhattan,f_start_mean_pairwise_euclidean,f_start_min_pairwise_euclidean,f_start_connectivity_edge_frac,label,sa_cost,ga_cost,aco_cost,sa_sec,ga_sec,aco_sec,budget,seed
3.0,136.0,15233.461787864817,801.2457731366528,3.8287957174863982,136.0,16.759908325777992,6.422595864194895,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,0.6666666666666666,ga,311.7352288450689,117.14176797686285,809.5698542019409,1.3532455440000035,19.55006404400001,35.59929896,50,708083
2.0,129.0,6932.351908972189,182.22045345931343,8.178777085259739,129.0,19.530861818723526,20.768766113386512,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,1.0,aco,79.23354595879934,62.265583318000935,40.40258571895164,0.3716233760000023,9.902549166000028,22.440298816999984,50,767921
6.0,111.0,11381.06363526227,248.0322774063112,6.606727533387372,111.0,16.15194046341364,11.442420467660495,20.0,20.0,0.0,1.0,9.666666666666666,5.0,8.292351434095748,5.0,0.8666666666666667,aco,54.93499056311473,46.358623165007224,36.37623781376516,3.6415858319999757,40.15854524100001,45.63179539499998,50,638272
4.0,105.0,7787.273187047925,250.9856567606337,8.278547333695593,105.0,21.919415128098994,7.9002613817466525,20.0,20.0,0.0,1.0,14.5,9.0,12.191941516243121,6.4031242374328485,0.3333333333333333,sa,1214.3795635398326,6688.634526140435,3400.395121376952,1.4445118000000434,21.93317849099998,34.88989737900005,50,728029
5.0,32.0,1327.4659294291707,357.3087515211646,8.962674471362297,32.0,13.215850637279598,6.2794615426353335,20.0,20.0,0.0,1.0,10.0,5.0,8.906279600020632,5.0,0.4,aco,32.32857817592026,25.506933373102598,22.633528936139335,0.39945616799997197,8.961176099999989,15.136512856000024,50,797840
2.0,78.0,5598.766627151925,125.4001452344185,4.719894483254738,78.0,10.566859337922772,6.945605192919023,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,0.0,ga,136.251045617448,111.89345665781497,119.45893611244765,0.26545684199999187,7.02066069,15.608184929999993,50,827759
2.0,44.0,10003.271669396587,1105.9423655245325,4.0029254360254365,44.0,12.308454827807884,14.258314036601213,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,1.0,aco,331.72460168266775,280.19661230083153,228.78778474482613,0.19452973800002837,4.519552700999952,11.444821215000047,50,847705
3.0,146.0,13968.041380464721,139.66019720478099,1.7982810248320176,146.0,14.884298675331403,6.036611327609553,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,0.6666666666666666,ga,416.31352044842674,132.35478359918196,999.131921673755,1.6315176099999462,19.934667784,40.77067522200002,50,757948
6.0,149.0,8550.069863508728,864.0024210508691,9.844965919557806,149.0,8.655806739735931,7.960755902337535,20.0,20.0,0.0,1.0,17.0,5.0,14.17209224535743,5.0,0.26666666666666666,ga,12585.368159278612,7172.505340404427,13346.551000754167,5.711968732999992,53.638366641999994,61.29348970199999,50,618326
5.0,95.0,2983.810773048878,125.6852241117169,5.8389523251478925,95.0,18.853421649446343,24.691782881963718,20.0,20.0,0.0,1.0,10.0,5.0,8.906279600020632,5.0,1.0,aco,19.078450235225997,17.29889191747096,10.271489081226626,1.3385231980000185,26.948793660999968,40.15701693,50,747975
