f_n_robots,f_path_length,f_alpha,f_beta,f_gamma,f_energy_budget,f_communication_radius,f_connectivity_threshold,f_map_height,f_map_width,f_obstacle_frac,f_unexplored_frac,f_start_mean_pairwise_manhattan,f_start_min_pairwise_manhattan,f_start_mean_pairwise_euclidean,f_start_min_pairwise_euclidean,f_start_connectivity_edge_frac,label,sa_cost,ga_cost,aco_cost,sa_sec,ga_sec,aco_sec,budget,seed
5.0,59.0,2557.316161650551,420.34111477616585,2.4402263002140834,59.0,22.908299590070445,24.93628517107136,20.0,20.0,0.0,1.0,10.0,5.0,8.906279600020632,5.0,1.0,aco,26.540685660779793,23.99454618010198,16.54532165539847,0.6880511130000286,17.32719617600003,23.424655315999985,50,259298
5.0,66.0,3955.2468735557945,504.55000771064573,3.095726662603725,66.0,18.352043797072724,21.09772387385933,20.0,20.0,0.0,1.0,10.0,5.0,8.906279600020632,5.0,1.0,aco,38.642865496969065,31.40130273751509,21.323048601816637,0.6799342910017003,14.70854056999815,21.156393208002555,50,62341223
2.0,66.0,3510.552934774779,416.08817796489126,4.054491859306635,66.0,8.498184599007978,15.018290117120268,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,1.0,aco,90.24356155153582,93.19842965075527,61.391637144632334,0.18961074700018798,3.9091199690001304,8.387499835999733,50,8546861
3.0,42.0,9434.321549247605,676.2495459587499,7.160938921270658,42.0,22.867836409783834,21.90304388640205,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,1.0,aco,179.43686570674726,151.4457458174345,110.58602789002086,0.27963720000116155,5.509164903000055,11.99545578299876,50,148298510
3.0,145.0,1471.8702909034644,468.2724993336998,2.7020726867369156,145.0,6.9219276846816085,12.778397568433828,20.0,20.0,0.0,1.0,6.666666666666667,5.0,5.6903559372884915,5.0,1.0,aco,19.70522361954381,14.259945472755604,13.518664391386684,0.7706490689961356,15.621011845003522,29.656843568998738,50,167416751
4.0,144.0,1140.954395779226,404.9089183407935,2.797962930071764,144.0,20.631268005123985,22.070591690084054,20.0,20.0,0.0,1.0,8.333333333333334,5.0,7.2085679498940705,5.0,1.0,aco,10.091690847635373,9.393842251391856,6.619156760486649,1.987766318001377,28.485668882000027,40.66496459500195,50,103350199
6.0,90.0,3405.0167845083774,122.81943993715576,5.289584204736707,90.0,16.831966587673985,6.783325275476769,20.0,20.0,0.0,1.0,9.666666666666666,5.0,8.292351434095748,5.0,0.4,ga,1089.632117553539,21.374546651777198,4200.777881280443,3.7220502679992933,26.672711141000036,32.04513931099791,50,123385956
6.0,53.0,7195.175149203725,161.87224283292664,1.6660081812848009,53.0,10.731571157357266,8.401087988784555,20.0,20.0,0.0,1.0,9.666666666666666,5.0,8.292351434095748,5.0,0.6,ga,67.03749283574156,45.05113197138687,52.65442934607951,1.1087844149951707,17.48527179699886,21.94947304899688,50,130596435
4.0,133.0,5330.8959827552135,194.69031145508657,1.4329358700893753,133.0,9.837115118984777,23.26461904433363,20.0,20.0,0.0,1.0,8.333333333333334,5.0,7.2085679498940705,5.0,1.0,aco,31.509841265723736,34.1689872735901,18.06779869367191,1.5476418219986954,23.745369818003383,37.971895824004605,50,140160542
6.0,147.0,2910.297024894286,317.71199332842514,1.728244860742714,147.0,24.771023535217136,18.180241014054875,20.0,20.0,0.0,1.0,9.666666666666666,5.0,8.292351434095748,5.0,1.0,aco,13.045577045643954,15.083237911606984,8.872426532237245,10.066488134999872,62.049642392999885,63.5304098040001,50,4737175
2.0,124.0,4053.8211052823044,198.46915760788752,2.908448474385817,124.0,16.125001155002664,11.874532349250499,20.0,20.0,0.0,1.0,10.0,10.0,7.0710678118654755,7.0710678118654755,1.0,aco,56.650894641567454,59.25852786007738,28.8940375682875,0.48378979900007835,10.537267610998242,21.754072402996826,50,142005547
5.0,129.0,10638.082969840783,304.7749263002379,1.745670144325179,129.0,12.015086590108652,6.927291054510192,20.0,20.0,0.0,1.0,10.0,5.0,8.906279600020632,5.0,0.4,ga,1961.2770358924558,53.910142693257846,1808.3428342132804,2.264194169998518,32.65583196700027,47.61276881500089,50,142264845
4.0,141.0,9310.383986031688,178.21881189128854,6.114426609001837,141.0,15.920988505407246,7.062204213681385,20.0,20.0,0.0,1.0,8.333333333333334,5.0,7.2085679498940705,5.0,0.5,ga,1781.2374761034894,50.46242557637095,5344.549433072248,2.492746685005841,22.05864132400893,36.771092370996485,50,193286713
5.0,109.0,8188.654714897009,903.3532228707087,3.6571542687588154,109.0,21.076697870538055,7.238643085091732,20.0,20.0,0.0,1.0,10.0,5.0,8.906279600020632,5.0,0.5,ga,295.7562656006887,62.52407069207536,2484.743549254086,2.295111552999515,20.912348383999415,29.92065555299996,50,35852935
